ts,contract_ticker,p_market,tau_minutes,offset_pct,resolved_yes,d15,dir15
2026-07-07 19:17:10+00:00,KXBTCD-26JUL0716-T63699.99,0.155,42.6,0.00369,1.0,0.22340000000000002,1.0
2026-07-07 19:17:10+00:00,KXBTCD-26JUL0716-T63599.99,0.275,42.6,0.002114,1.0,0.22340000000000002,1.0
2026-07-07 19:17:10+00:00,KXBTCD-26JUL0716-T63499.99,0.435,42.6,0.000539,1.0,0.22340000000000002,1.0
2026-07-07 19:17:10+00:00,KXBTCD-26JUL0716-T63899.99,0.045,42.6,0.006841,0.0,0.22340000000000002,1.0
2026-07-07 19:17:10+00:00,KXBTCD-26JUL0716-T63299.99,0.755,42.6,-0.002613,1.0,0.22340000000000002,1.0
2026-07-07 19:17:10+00:00,KXBTCD-26JUL0716-T63199.99,0.865,42.6,-0.004188,1.0,0.22340000000000002,1.0
2026-07-07 19:17:10+00:00,KXBTCD-26JUL0716-T63099.99,0.925,42.6,-0.005764,1.0,0.22340000000000002,1.0
2026-07-07 19:17:10+00:00,KXBTCD-26JUL0716-T62999.99,0.955,42.6,-0.007339,1.0,0.22340000000000002,1.0
2026-07-07 19:17:10+00:00,KXBTCD-26JUL0716-T63399.99,0.605,42.6,-0.001037,1.0,0.22340000000000002,1.0
2026-07-07 19:18:51+00:00,KXBTCD-26JUL0716-T63899.99,0.045,40.9,0.007796,0.0,0.22340000000000002,1.0
2026-07-07 19:18:51+00:00,KXBTCD-26JUL0716-T63799.99,0.065,40.9,0.006219,0.0,0.22340000000000002,1.0
2026-07-07 19:18:51+00:00,KXBTCD-26JUL0716-T63699.99,0.115,40.9,0.004642,1.0,0.22340000000000002,1.0
2026-07-07 19:18:51+00:00,KXBTCD-26JUL0716-T63599.99,0.205,40.9,0.003064,1.0,0.22340000000000002,1.0
2026-07-07 19:18:51+00:00,KXBTCD-26JUL0716-T63499.99,0.335,40.9,0.001487,1.0,0.22340000000000002,1.0
2026-07-07 19:18:51+00:00,KXBTCD-26JUL0716-T63399.99,0.495,40.9,-9e-05,1.0,0.22340000000000002,1.0
2026-07-07 19:18:51+00:00,KXBTCD-26JUL0716-T63199.99,0.805,40.9,-0.003244,1.0,0.22340000000000002,1.0
