feature,split,n,episodes,edge,ep_edge,P_pos,wk_neg_frac,n_weeks,streak_hits,pnl
nearest_res_dist_pct,< 999,575,238,-0.009513043478260874,-0.03703804141580875,0.07033333333333333,0.375,8,1,587.8799999999999
composite_p_up,>= 0.5135,272,100,-0.008726102941176471,0.0053804074404761905,0.5596666666666666,0.8,5,0,12.25
composite_p_up,>= 0.5327,193,83,-0.016458549222797925,0.0005927650219927327,0.506,0.6,5,0,99.34999999999994
composite_p_up,>= 0.5851,101,58,-0.07213366336633661,-0.0717393596743295,0.086,0.8,5,0,-270.79
bp_1h,< 0.0435,149,72,-0.006812080536912754,0.014223307153880066,0.6283333333333333,0.6666666666666666,9,0,369.43000000000006
bp_1h,< 0.1806,299,156,-0.007070234113712377,0.0035093425925925904,0.551,0.6666666666666666,9,0,222.06999999999994
bp_1h,< 0.3236,449,215,-0.03740311804008908,-0.03296148546763314,0.099,0.7777777777777778,9,0,-546.22
bp_1h,< 0.4645,598,271,-0.030449832775919727,-0.03331499442919849,0.06866666666666667,0.5555555555555556,9,0,-624.62
bp_1h,< 0.5882,745,321,-0.01348859060402685,-0.020255295855985178,0.17066666666666666,0.4444444444444444,9,0,-274.44999999999993
bp_1h,< 0.7297,896,363,-0.008202008928571428,-0.008643556723156748,0.328,0.4444444444444444,9,0,100.78999999999985
bp_1h,< 0.8,1043,399,-0.007007670182166824,-0.008379785800577542,0.3233333333333333,0.3333333333333333,9,0,51.17999999999995
chg_1h,< -0.7724,150,82,-0.05446666666666669,-0.07657946677137227,0.025666666666666667,0.5555555555555556,9,0,-297.62000000000006
chg_1h,< -0.4111,298,146,-0.03491610738255033,-0.045444315340291364,0.06833333333333333,0.4444444444444444,9,0,-300.68999999999994
chg_1h,< -0.2284,446,205,-0.03663677130044842,-0.04670853529639499,0.035,0.6666666666666666,9,0,-483.0399999999996
chg_1h,< -0.07288,598,264,-0.03156354515050167,-0.03775922984391759,0.050666666666666665,0.6666666666666666,9,0,-668.47
chg_1h,< 0.2026,897,354,-0.0070635451505016746,-0.011668771288867084,0.2846666666666667,0.4444444444444444,9,0,159.0899999999998
chg_1h,>= 0.9647,152,64,-0.00796052631578947,0.002634091145833331,0.5186666666666667,0.4444444444444444,9,0,-714.9800000000001
consec_dir_1h,< 1,669,295,-0.026203288490284003,-0.0334146291609299,0.06066666666666667,0.6666666666666666,9,0,-375.74999999999994
consec_dir_1h,< 1,669,295,-0.026203288490284003,-0.033764804391982775,0.063,0.6666666666666666,9,0,-375.74999999999994
consec_dir_1h,< 1,669,295,-0.026203288490284003,-0.03360013064694804,0.067,0.6666666666666666,9,0,-375.74999999999994
stoch_k_1h,< 11.72,150,67,-0.012399999999999996,-0.0426139910839575,0.19433333333333333,0.5555555555555556,9,0,65.69
rsi_1h,< 50.21,577,203,-0.00916811091854419,-0.00804295060296846,0.38333333333333336,0.5,8,0,-372.5099999999999
rsi_1h,< 54.58,690,248,-0.006543478260869565,-0.01233109669103671,0.29533333333333334,0.5,8,2,-311.33
rsi_1h,< 59.96,808,293,-0.006147277227722771,-0.01581863603038347,0.21833333333333332,0.625,8,2,-308.96
macd_hist_1h,>= 0.04179,137,58,-0.006532846715328477,0.014820023467432948,0.63,0.3333333333333333,3,4,281.46000000000004
bb_pct_1h,< 0.1008,109,52,-0.04692660550458717,-0.09149288606532356,0.03233333333333333,0.7142857142857143,7,0,-618.06
bb_pct_1h,< 0.2737,326,121,-0.01056748466257669,-0.022183321226332587,0.237,0.2857142857142857,7,0,-25.939999999999884
bb_pct_1h,< 0.3774,435,151,-0.021816091954022985,-0.04699489257005564,0.052333333333333336,0.5714285714285714,7,0,-310.2599999999999
bb_pct_1h,< 0.4872,543,193,-0.010979742173112338,-0.0224360606979616,0.19766666666666666,0.42857142857142855,7,0,5.270000000000209
bb_pct_1h,< 0.6435,652,235,-0.015562883435582823,-0.03192578787111234,0.08333333333333333,0.5714285714285714,7,2,-401.00999999999993
