feature,split,n,wr,edge,pnl,n_weeks,worst_wk_share
body_15m,>=0.9353(q0.8),24,0.9166666666666666,0.19958333333333322,392.65999999999997,6,39.423419752457605
body_15m,<0.9353(q0.8),95,0.8105263157894737,0.10915789473684201,772.72,6,34.440083077685266
body_15m,>=1(q0.9),19,0.9473684210526315,0.23157894736842088,346.08,6,32.11107258437355
body_15m,<1(q0.9),100,0.81,0.10759999999999992,819.3,6,38.093413610655
dir_15m,==-1.0,63,0.8095238095238095,0.10015873015873034,544.99,6,30.644457485065985
dir_15m,==1.0,56,0.8571428571428571,0.15803571428571417,620.3900000000001,6,35.86892919836161
p_gbdt,>=0.1841(q0.1),107,0.822429906542056,0.12,974.4100000000001,6,41.86384901063389
p_gbdt,<0.1841(q0.1),12,0.9166666666666666,0.19333333333333336,190.97000000000003,4,42.25794627428392
p_gbdt,>=0.2882(q0.2),95,0.8210526315789474,0.1175789473684209,829.9300000000001,6,37.968263580708346
p_gbdt,<0.2882(q0.2),24,0.875,0.16625000000000012,335.45000000000005,5,31.985651920028918
p_gbdt,>=0.3344(q0.3),84,0.8333333333333334,0.1328571428571429,826.0899999999999,6,45.47976132881793
p_gbdt,<0.3344(q0.3),35,0.8285714285714286,0.11428571428571432,339.28999999999996,6,36.19314601125671
p_gbdt,>=0.3918(q0.4),71,0.8309859154929577,0.13056338028169023,667.9500000000002,6,46.503639163453066
p_gbdt,<0.3918(q0.4),48,0.8333333333333334,0.12270833333333342,497.43,6,27.42834059885883
p_gbdt,>=0.4564(q0.5),60,0.8166666666666667,0.1163333333333334,469.84000000000003,6,39.008295044558885
p_gbdt,<0.4564(q0.5),59,0.847457627118644,0.1386440677966102,695.5400000000001,6,33.23361607593659
p_gbdt,>=0.5055(q0.6),48,0.8125,0.12041666666666673,400.47999999999996,6,43.52059666447982
p_gbdt,<0.5055(q0.6),71,0.8450704225352113,0.13211267605633814,764.9,6,31.70266378689704
p_gbdt,>=0.553(q0.7),36,0.8055555555555556,0.11638888888888899,264.9,6,47.28608781895231
p_gbdt,<0.553(q0.7),83,0.8433734939759037,0.13216867469879534,900.4799999999999,6,29.700581395348834
p_gbdt,>=0.6454(q0.8),24,0.75,0.06624999999999981,125.73000000000005,5,47.76185314544944
p_gbdt,<0.6454(q0.8),95,0.8526315789473684,0.14284210526315777,1039.65,6,34.86517080704464
p_gbdt,>=0.7293(q0.9),12,0.9166666666666666,0.22333333333333327,222.25,3,83.25759280089989
p_gbdt,<0.7293(q0.9),107,0.822429906542056,0.11663551401869143,943.13,6,32.313751294233775
smc_4h,==bullish,69,0.8260869565217391,0.12115942028985516,515.4399999999999,4,53.74243364892132
smc_4h,==bearish,173,0.8554913294797688,0.14184971098265897,1743.48,7,28.376937451907224
smc_1h,==bullish,81,0.8271604938271605,0.13728395061728393,666.2399999999999,8,25.074583342679613
smc_1h,==bearish,161,0.8571428571428571,0.13527950310559,1592.6799999999998,8,30.572368586282238
choch_1h,==False,194,0.8298969072164949,0.12298969072164945,1614.5,8,31.515687950189232
choch_1h,==True,48,0.9166666666666666,0.18833333333333324,644.42,7,24.873055533166756
choch_4h,==False,219,0.8447488584474886,0.13210045662100456,1936.73,8,24.30945767946207
choch_4h,==True,23,0.8695652173913043,0.17260869565217396,322.19,5,42.68288897855303
supply_pct,>=1.791(q0.1),217,0.8341013824884793,0.12668202764976955,1962.5,8,25.444285643881525
supply_pct,<1.791(q0.1),25,0.96,0.21639999999999993,296.42,5,53.116312799645456
supply_pct,>=2.437(q0.2),193,0.844559585492228,0.13891191709844564,1904.9399999999998,8,23.610477088976133
supply_pct,<2.437(q0.2),49,0.8571428571428571,0.12428571428571411,353.98,6,42.53583161846998
supply_pct,>=2.833(q0.3),169,0.8284023668639053,0.12248520710059174,1482.43,8,25.308096034292426
supply_pct,<2.833(q0.3),73,0.8904109589041096,0.16712328767123275,776.49,7,35.88567215230059
supply_pct,>=3.457(q0.4),145,0.8275862068965517,0.12275862068965515,1303.36,8,20.940639920188126
supply_pct,<3.457(q0.4),97,0.8762886597938144,0.1556701030927834,955.56,8,42.389836962165525
supply_pct,>=4.151(q0.5),121,0.8264462809917356,0.12537190082644623,1111.28,8,23.962616205148528
supply_pct,<4.151(q0.5),121,0.8677685950413223,0.14652892561983466,1147.6399999999999,8,38.6668546496097
supply_pct,>=4.809(q0.6),97,0.8144329896907216,0.11762886597938138,821.01,8,28.426753900549457
supply_pct,<4.809(q0.6),145,0.8689655172413793,0.14820689655172414,1437.9099999999999,8,36.488560458346306
supply_pct,>=5.971(q0.7),73,0.821917808219178,0.12410958904109592,595.4599999999999,7,27.489719034883393
supply_pct,<5.971(q0.7),169,0.8579881656804734,0.14106508875739654,1663.46,8,31.639945123574343
supply_pct,>=6.681(q0.8),49,0.7959183673469388,0.1055102040816327,333.4,6,32.35348407937241
supply_pct,<6.681(q0.8),193,0.8601036269430051,0.14367875647668382,1925.52,8,28.627272979907925
supply_pct,>=7.654(q0.9),25,0.84,0.13839999999999997,239.68,5,34.73381174899867
supply_pct,<7.654(q0.9),217,0.847926267281106,0.13566820276497693,2019.24,8,26.205853046462707
demand_pct,>=1.729(q0.1),162,0.8518518518518519,0.13475308641975314,1335.5699999999997,6,33.50797577079641
