effective,trend,rev,p_pooled,p_rc,p_bull,p_sdwy,p_bear
2026-06-26 09:15:00+00:00,-3.0,1.0,0.5535917901938426,0.5195404653230692,1.3491896630860531e-70,1.0,7.25837875774891e-43
2026-06-26 09:30:00+00:00,-1.0,1.0,0.49562043795620436,0.5066249552993244,1.3491896630860531e-70,1.0,7.25837875774891e-43
2026-06-26 09:45:00+00:00,-4.0,2.0,0.5664621676891616,0.5549609559261238,1.3491896630860531e-70,1.0,7.25837875774891e-43
2026-06-26 10:00:00+00:00,-6.0,2.0,0.6028842771720014,0.5770957395156157,7.802734360225025e-83,1.0,4.787797783136282e-50
2026-06-26 10:15:00+00:00,-6.0,1.0,0.5915190552871712,0.5891621642652143,7.802734360225025e-83,1.0,4.787797783136282e-50
2026-06-26 10:30:00+00:00,-5.0,-1.0,0.5618653629183904,0.5667703383061704,7.802734360225025e-83,1.0,4.787797783136282e-50
2026-06-26 10:45:00+00:00,-5.0,0.0,0.5401234567901234,0.5667703383061704,7.802734360225025e-83,1.0,4.787797783136282e-50
2026-06-26 11:00:00+00:00,-6.0,2.0,0.6028842771720014,0.5770957395156157,1.572179413308719e-83,1.0,2.164245483547782e-50
2026-06-26 11:15:00+00:00,-2.0,0.0,0.5398809523809524,0.5400738387797669,1.572179413308719e-83,1.0,2.164245483547782e-50
2026-06-26 11:30:00+00:00,-4.0,-1.0,0.5601004664513815,0.5549609559261238,1.572179413308719e-83,1.0,2.164245483547782e-50
2026-06-26 11:45:00+00:00,-4.0,0.0,0.5460717749757517,0.5471373029988629,1.572179413308719e-83,1.0,2.164245483547782e-50
2026-06-26 12:00:00+00:00,-4.0,0.0,0.5460717749757517,0.5471373029988629,3.829793444276023e-82,1.0,1.7074383842522863e-49
2026-06-26 12:15:00+00:00,0.0,-1.0,0.5098658247829518,0.5695202593825358,3.829793444276023e-82,1.0,1.7074383842522863e-49
2026-06-26 12:30:00+00:00,2.0,-2.0,0.4119718309859155,0.4871245439749053,3.829793444276023e-82,1.0,1.7074383842522863e-49
2026-06-26 12:45:00+00:00,-6.0,4.0,0.5925457991156032,0.5741451885302719,3.829793444276023e-82,1.0,1.7074383842522863e-49
2026-06-26 13:00:00+00:00,0.0,0.0,0.49698655540101994,0.5264740861373974,3.868580262325716e-83,1.0,3.704768280339759e-50
2026-06-26 13:15:00+00:00,-4.0,0.0,0.5460717749757517,0.5471373029988629,3.868580262325716e-83,1.0,3.704768280339759e-50
2026-06-26 13:30:00+00:00,-3.0,0.0,0.5505163897620117,0.5675170699055322,3.868580262325716e-83,1.0,3.704768280339759e-50
2026-06-26 13:45:00+00:00,3.0,0.0,0.44529914529914527,0.46042619990440425,3.868580262325716e-83,1.0,3.704768280339759e-50
2026-06-26 14:00:00+00:00,6.0,-3.0,0.48055207026348806,0.5134401287022605,8.82748187542043e-29,1.0,6.114952098048286e-25
2026-06-26 14:15:00+00:00,4.0,0.0,0.4511784511784512,0.4245907435052356,8.82748187542043e-29,1.0,6.114952098048286e-25
2026-06-26 14:30:00+00:00,5.0,-2.0,0.4349775784753363,0.4306002697186342,8.82748187542043e-29,1.0,6.114952098048286e-25
2026-06-26 14:45:00+00:00,-3.0,-1.0,0.5519287833827893,0.544973971052062,8.82748187542043e-29,1.0,6.114952098048286e-25
2026-06-26 15:00:00+00:00,0.0,1.0,0.45394736842105265,0.49455723682060354,9.941244809993344e-17,0.9999999034233772,9.657661565238313e-08
2026-06-26 15:15:00+00:00,1.0,0.0,0.474792243767313,0.48687605612192286,9.941244809993344e-17,0.9999999034233772,9.657661565238313e-08
2026-06-26 15:30:00+00:00,6.0,-2.0,0.4384533522525718,0.48198933541779587,9.941244809993344e-17,0.9999999034233772,9.657661565238313e-08
2026-06-26 15:45:00+00:00,6.0,-2.0,0.4384533522525718,0.48198933541779587,9.941244809993344e-17,0.9999999034233772,9.657661565238313e-08
2026-06-26 16:00:00+00:00,4.0,-1.0,0.4189189189189189,0.4376156090557216,5.518025095166984e-18,0.999999999942588,5.7398693754952176e-11
2026-06-26 16:15:00+00:00,1.0,0.0,0.474792243767313,0.48687605535363865,5.518025095166984e-18,0.999999999942588,5.7398693754952176e-11
2026-06-26 16:30:00+00:00,-1.0,2.0,0.5001704739174906,0.5160764606153925,5.518025095166984e-18,0.999999999942588,5.7398693754952176e-11
