decision_time,contract_ticker,side,p_market,resolved_yes,bet_amount,would_pnl,src,effective,dir15,want,action,wait_pnl,delta,episode
2026-05-23 02:00:00+00:00,KXBTCD-26MAY2223-T75199.99,no,0.93,True,50.0,-50.0,paper_trades_archive_20260525_1432_pre_branched_drift.csv,2026-05-23 02:00:00+00:00,0,-1,missed,0.0,50.0,22
2026-05-23 02:00:00+00:00,KXBTCD-26MAY2223-T75299.99,no,0.77,True,50.0,-50.0,paper_trades_archive_20260525_1432_pre_branched_drift.csv,2026-05-23 02:00:00+00:00,0,-1,missed,0.0,50.0,22
2026-05-23 03:00:00+00:00,KXBTCD-26MAY2300-T75499.99,no,0.78,True,50.0,-50.0,paper_trades_archive_20260525_1432_pre_branched_drift.csv,2026-05-23 03:00:00+00:00,-1,-1,unchanged,-50.0,0.0,22
2026-05-23 03:00:00+00:00,KXBTCD-26MAY2300-T75299.99,no,0.93,True,50.0,-50.0,paper_trades_archive_20260525_1432_pre_branched_drift.csv,2026-05-23 03:00:00+00:00,-1,-1,unchanged,-50.0,0.0,22
2026-05-23 03:00:00+00:00,KXBTCD-26MAY2300-T75399.99,no,0.74,True,50.0,-50.0,paper_trades_archive_20260525_1432_pre_branched_drift.csv,2026-05-23 03:00:00+00:00,-1,-1,unchanged,-50.0,0.0,22
2026-05-23 04:00:00+00:00,KXBTCD-26MAY2301-T75499.99,no,0.72,False,50.0,128.57,paper_trades_archive_20260525_1432_pre_branched_drift.csv,2026-05-23 04:00:00+00:00,-1,-1,unchanged,128.57,0.0,22
2026-05-23 04:00:00+00:00,KXBTCD-26MAY2301-T75399.99,no,0.88,True,50.0,-50.0,paper_trades_archive_20260525_1432_pre_branched_drift.csv,2026-05-23 04:00:00+00:00,-1,-1,unchanged,-50.0,0.0,22
2026-05-23 05:00:00+00:00,KXBTCD-26MAY2302-T75299.99,no,0.92,True,50.0,-50.0,paper_trades_archive_20260525_1432_pre_branched_drift.csv,2026-05-23 05:00:00+00:00,0,-1,missed,0.0,50.0,22
2026-05-23 05:00:00+00:00,KXBTCD-26MAY2302-T75399.99,no,0.7,True,46.66,-46.66,paper_trades_archive_20260525_1432_pre_branched_drift.csv,2026-05-23 05:00:00+00:00,0,-1,missed,0.0,46.66,22
2026-05-24 02:00:00+00:00,KXBTCD-26MAY2323-T76699.99,no,0.82,True,50.0,-50.0,paper_trades_archive_20260525_1432_pre_branched_drift.csv,2026-05-24 02:00:00+00:00,-1,-1,unchanged,-50.0,0.0,23
2026-05-24 02:00:00+00:00,KXBTCD-26MAY2323-T76599.99,no,0.89,True,50.0,-50.0,paper_trades_archive_20260525_1432_pre_branched_drift.csv,2026-05-24 02:00:00+00:00,-1,-1,unchanged,-50.0,0.0,23
2026-05-24 02:00:00+00:00,KXBTCD-26MAY2323-T76899.99,no,0.28,False,50.0,19.44,paper_trades_archive_20260525_1432_pre_branched_drift.csv,2026-05-24 02:00:00+00:00,-1,-1,unchanged,19.44,0.0,23
2026-05-24 15:00:00+00:00,KXBTCD-26MAY2412-T76599.99,no,0.21,False,43.14,11.47,paper_trades_archive_20260525_1432_pre_branched_drift.csv,2026-05-24 15:00:00+00:00,1,-1,missed,0.0,-11.47,24
2026-05-24 15:00:00+00:00,KXBTCD-26MAY2412-T76499.99,no,0.24,False,50.0,15.79,paper_trades_archive_20260525_1432_pre_branched_drift.csv,2026-05-24 15:00:00+00:00,1,-1,missed,0.0,-15.79,24
2026-05-24 19:00:00+00:00,KXBTCD-26MAY2417-T76499.99,no,0.69,True,50.0,-50.0,paper_trades_archive_20260525_1432_pre_branched_drift.csv,2026-05-24 19:00:00+00:00,1,-1,re-entered,-69.35,-19.349999999999994,25
2026-05-24 19:00:00+00:00,KXBTCD-26MAY2416-T76499.99,no,0.74,True,47.99,-47.99,paper_trades_archive_20260525_1432_pre_branched_drift.csv,2026-05-24 19:00:00+00:00,1,-1,re-entered,-71.06,-23.07,25
2026-05-24 19:00:00+00:00,KXBTCD-26MAY2417-T76749.99,no,0.28,False,50.0,19.44,paper_trades_archive_20260525_1432_pre_branched_drift.csv,2026-05-24 19:00:00+00:00,1,-1,re-entered,14.93,-4.510000000000002,25
2026-05-24 19:00:00+00:00,KXBTCD-26MAY2416-T76599.99,no,0.9,True,50.0,-50.0,paper_trades_archive_20260525_1432_pre_branched_drift.csv,2026-05-24 19:00:00+00:00,1,-1,re-entered,-332.5,-282.5,25
2026-05-24 22:00:00+00:00,KXBTCD-26MAY2419-T76399.99,no,0.24,True,50.0,-50.0,paper_trades_archive_20260525_1432_pre_branched_drift.csv,2026-05-24 22:00:00+00:00,1,-1,re-entered,-10.2,39.8,26
2026-05-24 23:00:00+00:00,KXBTCD-26MAY2420-T76999.99,no,0.57,False,50.0,66.28,paper_trades_archive_20260525_1432_pre_branched_drift.csv,2026-05-24 23:00:00+00:00,-1,-1,unchanged,66.28,0.0,26
2026-05-25 02:00:00+00:00,KXBTCD-26MAY2423-T77199.99,yes,0.48,False,50.0,-50.0,paper_trades_archive_20260525_1432_pre_branched_drift.csv,2026-05-25 02:00:00+00:00,1,1,unchanged,-50.0,0.0,27
2026-05-25 02:00:00+00:00,KXBTCD-26MAY2423-T77099.99,yes,0.4,False,44.43,-44.43,paper_trades_archive_20260525_1432_pre_branched_drift.csv,2026-05-25 02:00:00+00:00,1,1,unchanged,-44.43,0.0,27
2026-05-25 02:00:00+00:00,KXBTCD-26MAY2500-T77099.99,yes,0.45,False,50.0,-50.0,paper_trades_archive_20260525_1432_pre_branched_drift.csv,2026-05-25 02:00:00+00:00,1,1,unchanged,-50.0,0.0,27
2026-05-25 03:00:00+00:00,KXBTCD-26MAY2500-T76999.99,yes,0.45,False,50.0,-50.0,paper_trades_archive_20260525_1432_pre_branched_drift.csv,2026-05-25 03:00:00+00:00,0,1,re-entered,-58.33,-8.329999999999998,27
2026-05-25 04:00:00+00:00,KXBTCD-26MAY2501-T76999.99,yes,0.46,True,50.0,58.7,paper_trades_archive_20260525_1432_pre_branched_drift.csv,2026-05-25 04:00:00+00:00,1,1,unchanged,58.7,0.0,27
2026-05-25 04:00:00+00:00,KXBTCD-26MAY2501-T77099.99,yes,0.41,True,50.0,71.95,paper_trades_archive_20260525_1432_pre_branched_drift.csv,2026-05-25 04:00:00+00:00,1,1,unchanged,71.95,0.0,27
2026-05-25 15:00:00+00:00,KXBTCD-26MAY2512-T77699.99,yes,0.16,False,33.1,-33.1,paper_trades_archive_20260525_1432_pre_branched_drift.csv,2026-05-25 15:00:00+00:00,-1,1,missed,0.0,33.1,28
2026-05-25 22:00:00+00:00,KXBTCD-26MAY2519-T77199.99,no,0.25,False,50.0,16.67,paper_trades_pre_regime_pup_20260616.csv,2026-05-25 22:00:00+00:00,0,-1,missed,0.0,-16.67,29
2026-05-26 00:00:00+00:00,KXBTCD-26MAY2521-T77299.99,no,0.29,False,50.0,20.42,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 00:00:00+00:00,-1,-1,unchanged,20.42,0.0,30
2026-05-26 00:00:00+00:00,KXBTCD-26MAY2521-T77199.99,no,0.22,False,50.0,14.1,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 00:00:00+00:00,-1,-1,unchanged,14.1,0.0,30
2026-05-26 01:00:00+00:00,KXBTCD-26MAY2522-T76799.99,no,0.31,False,50.0,22.46,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 01:00:00+00:00,1,-1,missed,0.0,-22.46,30
2026-05-26 01:00:00+00:00,KXBTCD-26MAY2522-T76899.99,no,0.22,False,50.0,14.1,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 01:00:00+00:00,1,-1,missed,0.0,-14.1,30
2026-05-26 02:00:00+00:00,KXBTCD-26MAY2523-T76799.99,no,0.27,False,50.0,18.49,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 02:00:00+00:00,0,-1,re-entered,19.52,1.0300000000000011,30
2026-05-26 02:00:00+00:00,KXBTCD-26MAY2523-T76699.99,no,0.23,False,50.0,14.94,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 02:00:00+00:00,0,-1,re-entered,31.49,16.549999999999997,30
2026-05-26 03:00:00+00:00,KXBTCD-26MAY2600-T76599.99,no,0.3,False,50.0,21.43,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 03:00:00+00:00,1,-1,re-entered,27.5,6.07,30
2026-05-26 03:00:00+00:00,KXBTCD-26MAY2601-T76699.99,no,0.27,False,50.0,18.49,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 03:00:00+00:00,1,-1,re-entered,14.73,-3.759999999999998,30
2026-05-26 03:00:00+00:00,KXBTCD-26MAY2600-T76699.99,no,0.16,False,50.0,9.52,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 03:00:00+00:00,1,-1,re-entered,5.06,-4.46,30
2026-05-26 04:00:00+00:00,KXBTCD-26MAY2601-T76599.99,no,0.38,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 04:00:00+00:00,0,-1,re-entered,-38.71,11.29,30
2026-05-26 05:00:00+00:00,KXBTCD-26MAY2602-T76499.99,no,0.88,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 05:00:00+00:00,-1,-1,unchanged,-50.0,0.0,30
2026-05-26 05:00:00+00:00,KXBTCD-26MAY2602-T76599.99,no,0.79,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 05:00:00+00:00,-1,-1,unchanged,-50.0,0.0,30
2026-05-26 05:00:00+00:00,KXBTCD-26MAY2602-T76699.99,no,0.7,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 05:00:00+00:00,-1,-1,unchanged,-50.0,0.0,30
2026-05-26 06:00:00+00:00,KXBTCD-26MAY2603-T76699.99,no,0.77,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 06:00:00+00:00,-1,-1,unchanged,-50.0,0.0,30
2026-05-26 06:00:00+00:00,KXBTCD-26MAY2603-T76599.99,no,0.9,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 06:00:00+00:00,-1,-1,unchanged,-50.0,0.0,30
2026-05-26 06:00:00+00:00,KXBTCD-26MAY2603-T76899.99,no,0.27,False,50.0,18.49,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 06:00:00+00:00,-1,-1,unchanged,18.49,0.0,30
2026-05-26 07:00:00+00:00,KXBTCD-26MAY2604-T76599.99,no,0.84,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 07:00:00+00:00,-1,-1,unchanged,-50.0,0.0,30
2026-05-26 07:00:00+00:00,KXBTCD-26MAY2604-T76699.99,no,0.83,False,50.0,244.12,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 07:00:00+00:00,-1,-1,unchanged,244.12,0.0,30
2026-05-26 09:00:00+00:00,KXBTCD-26MAY2606-T76599.99,no,0.69,False,50.0,111.29,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 09:00:00+00:00,1,-1,re-entered,131.45,20.159999999999982,31
2026-05-26 09:00:00+00:00,KXBTCD-26MAY2606-T76699.99,no,0.27,False,50.0,18.49,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 09:00:00+00:00,1,-1,re-entered,29.79,11.3,31
2026-05-26 09:00:00+00:00,KXBTCD-26MAY2606-T76799.99,no,0.22,False,50.0,14.1,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 09:00:00+00:00,1,-1,re-entered,8.01,-6.09,31
2026-05-26 10:00:00+00:00,KXBTCD-26MAY2607-T76599.99,no,0.35,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 10:00:00+00:00,1,-1,re-entered,-16.54,33.46,31
2026-05-26 10:00:00+00:00,KXBTCD-26MAY2607-T76699.99,no,0.31,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 10:00:00+00:00,1,-1,re-entered,-36.59,13.409999999999997,31
2026-05-26 10:00:00+00:00,KXBTCD-26MAY2607-T76899.99,no,0.23,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 10:00:00+00:00,1,-1,re-entered,-61.36,-11.36,31
2026-05-26 11:00:00+00:00,KXBTCD-26MAY2608-T77299.99,no,0.31,False,50.0,22.46,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 11:00:00+00:00,-1,-1,unchanged,22.46,0.0,31
2026-05-26 11:00:00+00:00,KXBTCD-26MAY2608-T77099.99,no,0.88,True,44.44,-44.44,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 11:00:00+00:00,-1,-1,unchanged,-44.44,0.0,31
2026-05-26 11:00:00+00:00,KXBTCD-26MAY2608-T76999.99,no,0.91,True,50.0,-50.0,paper_trades_pre_regime_pup_20260616.csv,2026-05-26 11:00:00+00:00,-1,-1,unchanged,-50.0,0.0,31
